highest,monthYear,age,count
LifeSatisfaction,2013-05-01,55-64,457
LifeSatisfaction,2013-05-01,<15,34
LifeSatisfaction,2013-05-01,>65,192
LifeSatisfaction,2013-05-01,NA,16
LifeSatisfaction,2013-06-01,15-24,636
LifeSatisfaction,2013-06-01,25-34,1180
LifeSatisfaction,2013-06-01,35-44,606
LifeSatisfaction,2013-06-01,45-54,346
LifeSatisfaction,2013-06-01,55-64,186
LifeSatisfaction,2013-06-01,<15,30
LifeSatisfaction,2013-06-01,>65,73
LifeSatisfaction,2013-06-01,NA,12
LifeSatisfaction,2013-07-01,15-24,118
LifeSatisfaction,2013-07-01,25-34,157
LifeSatisfaction,2013-07-01,35-44,107
LifeSatisfaction,2013-07-01,45-54,44
LifeSatisfaction,2013-07-01,55-64,21
LifeSatisfaction,2013-07-01,<15,4
LifeSatisfaction,2013-07-01,>65,3
LifeSatisfaction,2013-07-01,NA,1
LifeSatisfaction,2013-08-01,15-24,168
LifeSatisfaction,2013-08-01,25-34,227
LifeSatisfaction,2013-08-01,35-44,87
LifeSatisfaction,2013-08-01,45-54,33
LifeSatisfaction,2013-08-01,55-64,28
LifeSatisfaction,2013-08-01,<15,11
LifeSatisfaction,2013-08-01,>65,16
LifeSatisfaction,2013-09-01,15-24,364
LifeSatisfaction,2013-09-01,25-34,253
LifeSatisfaction,2013-09-01,35-44,142
LifeSatisfaction,2013-09-01,45-54,72
LifeSatisfaction,2013-09-01,55-64,37
LifeSatisfaction,2013-09-01,<15,35
LifeSatisfaction,2013-09-01,>65,11
LifeSatisfaction,2013-10-01,15-24,373
LifeSatisfaction,2013-10-01,25-34,255
LifeSatisfaction,2013-10-01,35-44,141
LifeSatisfaction,2013-10-01,45-54,77
LifeSatisfaction,2013-10-01,55-64,52
LifeSatisfaction,2013-10-01,<15,43
LifeSatisfaction,2013-10-01,>65,16
LifeSatisfaction,2013-11-01,15-24,399
LifeSatisfaction,2013-11-01,25-34,350
LifeSatisfaction,2013-11-01,35-44,278
LifeSatisfaction,2013-11-01,45-54,162
LifeSatisfaction,2013-11-01,55-64,68
LifeSatisfaction,2013-11-01,<15,27
LifeSatisfaction,2013-11-01,>65,36
LifeSatisfaction,2013-12-01,15-24,150
LifeSatisfaction,2013-12-01,25-34,131
LifeSatisfaction,2013-12-01,35-44,73
LifeSatisfaction,2013-12-01,45-54,46
LifeSatisfaction,2013-12-01,55-64,21
LifeSatisfaction,2013-12-01,<15,8
LifeSatisfaction,2013-12-01,>65,12
LifeSatisfaction,2014-01-01,15-24,555
LifeSatisfaction,2014-01-01,25-34,753
LifeSatisfaction,2014-01-01,35-44,485
LifeSatisfaction,2014-01-01,45-54,323
LifeSatisfaction,2014-01-01,55-64,199
LifeSatisfaction,2014-01-01,<15,33
LifeSatisfaction,2014-01-01,>65,98
LifeSatisfaction,2014-02-01,15-24,404
LifeSatisfaction,2014-02-01,25-34,250
LifeSatisfaction,2014-02-01,35-44,145
LifeSatisfaction,2014-02-01,45-54,81
LifeSatisfaction,2014-02-01,55-64,55
LifeSatisfaction,2014-02-01,<15,30
LifeSatisfaction,2014-02-01,>65,26
LifeSatisfaction,2014-03-01,15-24,369
LifeSatisfaction,2014-03-01,25-34,337
LifeSatisfaction,2014-03-01,35-44,191
LifeSatisfaction,2014-03-01,45-54,122
LifeSatisfaction,2014-03-01,55-64,51
LifeSatisfaction,2014-03-01,<15,28
LifeSatisfaction,2014-03-01,>65,18
LifeSatisfaction,2014-04-01,15-24,357
LifeSatisfaction,2014-04-01,25-34,337
LifeSatisfaction,2014-04-01,35-44,196
LifeSatisfaction,2014-04-01,45-54,118
LifeSatisfaction,2014-04-01,55-64,77
LifeSatisfaction,2014-04-01,<15,76
LifeSatisfaction,2014-04-01,>65,26
LifeSatisfaction,2014-05-01,15-24,683
LifeSatisfaction,2014-05-01,25-34,1123
LifeSatisfaction,2014-05-01,35-44,515
LifeSatisfaction,2014-05-01,45-54,344
LifeSatisfaction,2014-05-01,55-64,156
LifeSatisfaction,2014-05-01,<15,49
LifeSatisfaction,2014-05-01,>65,52
LifeSatisfaction,2014-06-01,15-24,284
LifeSatisfaction,2014-06-01,25-34,363
LifeSatisfaction,2014-06-01,35-44,205
LifeSatisfaction,2014-06-01,45-54,125
LifeSatisfaction,2014-06-01,55-64,73
LifeSatisfaction,2014-06-01,<15,22
LifeSatisfaction,2014-06-01,>65,25
LifeSatisfaction,2014-07-01,15-24,217
LifeSatisfaction,2014-07-01,25-34,260
LifeSatisfaction,2014-07-01,35-44,143
LifeSatisfaction,2014-07-01,45-54,86
LifeSatisfaction,2014-07-01,55-64,47
LifeSatisfaction,2014-07-01,<15,17
LifeSatisfaction,2014-07-01,>65,19
LifeSatisfaction,2014-08-01,15-24,775
LifeSatisfaction,2014-08-01,25-34,1692
LifeSatisfaction,2014-08-01,35-44,988
LifeSatisfaction,2014-08-01,45-54,453
LifeSatisfaction,2014-08-01,55-64,269
LifeSatisfaction,2014-08-01,<15,25
LifeSatisfaction,2014-08-01,>65,108
LifeSatisfaction,2014-09-01,15-24,389
LifeSatisfaction,2014-09-01,25-34,210
LifeSatisfaction,2014-09-01,35-44,103
LifeSatisfaction,2014-09-01,45-54,53
LifeSatisfaction,2014-09-01,55-64,33
LifeSatisfaction,2014-09-01,<15,30
LifeSatisfaction,2014-09-01,>65,13
LifeSatisfaction,2014-10-01,15-24,377
LifeSatisfaction,2014-10-01,25-34,319
LifeSatisfaction,2014-10-01,35-44,166
LifeSatisfaction,2014-10-01,45-54,112
LifeSatisfaction,2014-10-01,55-64,45
LifeSatisfaction,2014-10-01,<15,50
LifeSatisfaction,2014-10-01,>65,16
LifeSatisfaction,2014-11-01,15-24,283
LifeSatisfaction,2014-11-01,25-34,206
LifeSatisfaction,2014-11-01,35-44,103
LifeSatisfaction,2014-11-01,45-54,85
LifeSatisfaction,2014-11-01,55-64,30
LifeSatisfaction,2014-11-01,<15,18
LifeSatisfaction,2014-11-01,>65,5
LifeSatisfaction,2014-12-01,15-24,243
LifeSatisfaction,2014-12-01,25-34,203
LifeSatisfaction,2014-12-01,35-44,86
LifeSatisfaction,2014-12-01,45-54,38
LifeSatisfaction,2014-12-01,55-64,26
LifeSatisfaction,2014-12-01,<15,16
LifeSatisfaction,2014-12-01,>65,8
LifeSatisfaction,2015-01-01,15-24,308
LifeSatisfaction,2015-01-01,25-34,215
LifeSatisfaction,2015-01-01,35-44,124
LifeSatisfaction,2015-01-01,45-54,65
LifeSatisfaction,2015-01-01,55-64,44
LifeSatisfaction,2015-01-01,<15,33
LifeSatisfaction,2015-01-01,>65,17
LifeSatisfaction,2015-02-01,15-24,372
LifeSatisfaction,2015-02-01,25-34,202
LifeSatisfaction,2015-02-01,35-44,104
LifeSatisfaction,2015-02-01,45-54,69
LifeSatisfaction,2015-02-01,55-64,31
LifeSatisfaction,2015-02-01,<15,62
LifeSatisfaction,2015-02-01,>65,18
LifeSatisfaction,2015-03-01,15-24,620
LifeSatisfaction,2015-03-01,25-34,495
LifeSatisfaction,2015-03-01,35-44,169
LifeSatisfaction,2015-03-01,45-54,73
LifeSatisfaction,2015-03-01,55-64,36
LifeSatisfaction,2015-03-01,<15,70
LifeSatisfaction,2015-03-01,>65,11
LifeSatisfaction,2015-04-01,15-24,267
LifeSatisfaction,2015-04-01,25-34,172
LifeSatisfaction,2015-04-01,35-44,84
LifeSatisfaction,2015-04-01,45-54,57
LifeSatisfaction,2015-04-01,55-64,23
LifeSatisfaction,2015-04-01,<15,55
LifeSatisfaction,2015-04-01,>65,14
LifeSatisfaction,2015-05-01,15-24,257
LifeSatisfaction,2015-05-01,25-34,217
LifeSatisfaction,2015-05-01,35-44,113
LifeSatisfaction,2015-05-01,45-54,73
LifeSatisfaction,2015-05-01,55-64,40
LifeSatisfaction,2015-05-01,<15,36
LifeSatisfaction,2015-05-01,>65,11
LifeSatisfaction,2015-06-01,15-24,262
LifeSatisfaction,2015-06-01,25-34,397
LifeSatisfaction,2015-06-01,35-44,277
LifeSatisfaction,2015-06-01,45-54,180
LifeSatisfaction,2015-06-01,55-64,111
LifeSatisfaction,2015-06-01,<15,26
LifeSatisfaction,2015-06-01,>65,44
LifeSatisfaction,2015-07-01,15-24,222
LifeSatisfaction,2015-07-01,25-34,151
LifeSatisfaction,2015-07-01,35-44,94
LifeSatisfaction,2015-07-01,45-54,61
LifeSatisfaction,2015-07-01,55-64,28
LifeSatisfaction,2015-07-01,<15,14
LifeSatisfaction,2015-07-01,>65,13
LifeSatisfaction,2015-08-01,15-24,150
LifeSatisfaction,2015-08-01,25-34,98
LifeSatisfaction,2015-08-01,35-44,63
LifeSatisfaction,2015-08-01,45-54,39
LifeSatisfaction,2015-08-01,55-64,14
LifeSatisfaction,2015-08-01,<15,11
LifeSatisfaction,2015-08-01,>65,7
LifeSatisfaction,2015-09-01,15-24,297
LifeSatisfaction,2015-09-01,25-34,115
LifeSatisfaction,2015-09-01,35-44,66
LifeSatisfaction,2015-09-01,45-54,40
LifeSatisfaction,2015-09-01,55-64,12
LifeSatisfaction,2015-09-01,<15,37
LifeSatisfaction,2015-09-01,>65,8
LifeSatisfaction,2015-10-01,15-24,376
LifeSatisfaction,2015-10-01,25-34,232
LifeSatisfaction,2015-10-01,35-44,165
LifeSatisfaction,2015-10-01,45-54,98
LifeSatisfaction,2015-10-01,55-64,49
LifeSatisfaction,2015-10-01,<15,24
LifeSatisfaction,2015-10-01,>65,23
LifeSatisfaction,2015-11-01,15-24,687
LifeSatisfaction,2015-11-01,25-34,441
LifeSatisfaction,2015-11-01,35-44,149
LifeSatisfaction,2015-11-01,45-54,80
LifeSatisfaction,2015-11-01,55-64,35
LifeSatisfaction,2015-11-01,<15,33
LifeSatisfaction,2015-11-01,>65,25
LifeSatisfaction,2015-12-01,15-24,122
LifeSatisfaction,2015-12-01,25-34,86
LifeSatisfaction,2015-12-01,35-44,45
LifeSatisfaction,2015-12-01,45-54,37
LifeSatisfaction,2015-12-01,55-64,10
LifeSatisfaction,2015-12-01,<15,7
LifeSatisfaction,2015-12-01,>65,1
Safety,2011-05-01,15-24,177
Safety,2011-05-01,25-34,434
Safety,2011-05-01,35-44,326
Safety,2011-05-01,45-54,190
Safety,2011-05-01,55-64,90
Safety,2011-05-01,>65,35
Safety,2011-05-01,NA,3
Safety,2011-06-01,15-24,50
Safety,2011-06-01,25-34,143
Safety,2011-06-01,35-44,79
Safety,2011-06-01,45-54,54
Safety,2011-06-01,55-64,26
Safety,2011-06-01,>65,16
Safety,2011-06-01,NA,1
Safety,2011-07-01,15-24,9
Safety,2011-07-01,25-34,22
Safety,2011-07-01,35-44,20
Safety,2011-07-01,45-54,14
Safety,2011-07-01,55-64,2
Safety,2011-07-01,>65,3
Safety,2011-08-01,15-24,12
Safety,2011-08-01,25-34,17
Safety,2011-08-01,35-44,12
Safety,2011-08-01,45-54,8
Safety,2011-08-01,55-64,3
Safety,2011-08-01,>65,1
Safety,2011-09-01,15-24,18
Safety,2011-09-01,25-34,19
Safety,2011-09-01,35-44,13
Safety,2011-09-01,45-54,6
Safety,2011-09-01,55-64,2
Safety,2011-09-01,NA,3
Safety,2011-10-01,15-24,35
Safety,2011-10-01,25-34,62
Safety,2011-10-01,35-44,29
Safety,2011-10-01,45-54,28
Safety,2011-10-01,55-64,16
Safety,2011-10-01,>65,7
Safety,2011-10-01,NA,2
Safety,2011-11-01,15-24,51
Safety,2011-11-01,25-34,42
Safety,2011-11-01,35-44,34
Safety,2011-11-01,45-54,13
Safety,2011-11-01,55-64,13
Safety,2011-11-01,>65,6
Safety,2011-11-01,NA,3
Safety,2011-12-01,15-24,24
Safety,2011-12-01,25-34,32
Safety,2011-12-01,35-44,19
Safety,2011-12-01,45-54,9
Safety,2011-12-01,55-64,4
Safety,2011-12-01,>65,2
Safety,2011-12-01,NA,1
Safety,2012-01-01,15-24,37
Safety,2012-01-01,25-34,70
Safety,2012-01-01,35-44,33
Safety,2012-01-01,45-54,19
Safety,2012-01-01,55-64,20
Safety,2012-01-01,>65,5
Safety,2012-02-01,15-24,19
Safety,2012-02-01,25-34,29
Safety,2012-02-01,35-44,22
Safety,2012-02-01,45-54,11
Safety,2012-02-01,55-64,10
Safety,2012-02-01,>65,1
Safety,2012-02-01,NA,1
Safety,2012-03-01,15-24,41
Safety,2012-03-01,25-34,27
Safety,2012-03-01,35-44,14
Safety,2012-03-01,45-54,10
Safety,2012-03-01,55-64,3
Safety,2012-03-01,>65,1
Safety,2012-04-01,15-24,19
Safety,2012-04-01,25-34,23
Safety,2012-04-01,35-44,20
Safety,2012-04-01,45-54,9
Safety,2012-04-01,55-64,3
Safety,2012-04-01,>65,2
Safety,2012-04-01,NA,2
Safety,2012-05-01,15-24,255
Safety,2012-05-01,25-34,574
Safety,2012-05-01,35-44,368
Safety,2012-05-01,45-54,216
Safety,2012-05-01,55-64,133
Safety,2012-05-01,<15,8
Safety,2012-05-01,>65,43
Safety,2012-05-01,NA,11
Safety,2012-06-01,15-24,167
Safety,2012-06-01,25-34,262
Safety,2012-06-01,35-44,141
Safety,2012-06-01,45-54,85
Safety,2012-06-01,55-64,52
Safety,2012-06-01,<15,21
Safety,2012-06-01,>65,25
Safety,2012-06-01,NA,5
Safety,2012-07-01,15-24,80
Safety,2012-07-01,25-34,116
Safety,2012-07-01,35-44,72
Safety,2012-07-01,45-54,30
Safety,2012-07-01,55-64,16
Safety,2012-07-01,<15,3
Safety,2012-07-01,>65,13
Safety,2012-07-01,NA,2
Safety,2012-08-01,15-24,179
Safety,2012-08-01,25-34,99
Safety,2012-08-01,35-44,62
Safety,2012-08-01,45-54,38
Safety,2012-08-01,55-64,13
Safety,2012-08-01,<15,4
Safety,2012-08-01,>65,8
Safety,2012-08-01,NA,2
Safety,2012-09-01,15-24,162
Safety,2012-09-01,25-34,95
Safety,2012-09-01,35-44,59
Safety,2012-09-01,45-54,39
Safety,2012-09-01,55-64,9
Safety,2012-09-01,<15,8
Safety,2012-09-01,>65,5
Safety,2012-09-01,NA,6
Safety,2012-10-01,15-24,204
Safety,2012-10-01,25-34,117
Safety,2012-10-01,35-44,65
Safety,2012-10-01,45-54,49
Safety,2012-10-01,55-64,18
Safety,2012-10-01,<15,10
Safety,2012-10-01,>65,10
Safety,2012-10-01,NA,2
Safety,2012-11-01,15-24,165
Safety,2012-11-01,25-34,99
Safety,2012-11-01,35-44,77
Safety,2012-11-01,45-54,42
Safety,2012-11-01,55-64,21
Safety,2012-11-01,<15,5
Safety,2012-11-01,>65,8
Safety,2012-11-01,NA,3
Safety,2012-12-01,15-24,135
Safety,2012-12-01,25-34,103
Safety,2012-12-01,35-44,50
Safety,2012-12-01,45-54,44
Safety,2012-12-01,55-64,21
Safety,2012-12-01,<15,7
Safety,2012-12-01,>65,10
Safety,2013-01-01,15-24,101
Safety,2013-01-01,25-34,97
Safety,2013-01-01,35-44,55
Safety,2013-01-01,45-54,30
Safety,2013-01-01,55-64,26
Safety,2013-01-01,<15,6
Safety,2013-01-01,>65,8
Safety,2013-01-01,NA,1
Safety,2013-02-01,15-24,113
Safety,2013-02-01,25-34,105
Safety,2013-02-01,35-44,57
Safety,2013-02-01,45-54,37
Safety,2013-02-01,55-64,17
Safety,2013-02-01,<15,11
Safety,2013-02-01,>65,6
Safety,2013-02-01,NA,5
Safety,2013-03-01,15-24,219
Safety,2013-03-01,25-34,153
Safety,2013-03-01,35-44,72
Safety,2013-03-01,45-54,52
Safety,2013-03-01,55-64,32
Safety,2013-03-01,<15,6
Safety,2013-03-01,>65,9
Safety,2013-03-01,NA,5
Safety,2013-04-01,15-24,101
Safety,2013-04-01,25-34,96
Safety,2013-04-01,35-44,59
Safety,2013-04-01,45-54,27
Safety,2013-04-01,55-64,14
Safety,2013-04-01,<15,6
Safety,2013-04-01,>65,8
Safety,2013-04-01,NA,3
Safety,2013-05-01,15-24,847
Safety,2013-05-01,25-34,1865
Safety,2013-05-01,35-44,1197
Safety,2013-05-01,45-54,735
Safety,2013-05-01,55-64,430
Safety,2013-05-01,<15,52
Safety,2013-05-01,>65,174
Safety,2013-05-01,NA,14
Safety,2013-06-01,15-24,487
Safety,2013-06-01,25-34,919
Safety,2013-06-01,35-44,583
Safety,2013-06-01,45-54,321
Safety,2013-06-01,55-64,188
Safety,2013-06-01,<15,27
Safety,2013-06-01,>65,62
Safety,2013-06-01,NA,10
Safety,2013-07-01,15-24,92
Safety,2013-07-01,25-34,116
Safety,2013-07-01,35-44,81
Safety,2013-07-01,45-54,41
Safety,2013-07-01,55-64,13
Safety,2013-07-01,<15,3
Safety,2013-07-01,>65,2
Safety,2013-07-01,NA,1
Safety,2013-08-01,15-24,132
Safety,2013-08-01,25-34,169
Safety,2013-08-01,35-44,83
Safety,2013-08-01,45-54,35
Safety,2013-08-01,55-64,21
Safety,2013-08-01,<15,11
Safety,2013-08-01,>65,15
Safety,2013-09-01,15-24,261
Safety,2013-09-01,25-34,195
Safety,2013-09-01,35-44,116
Safety,2013-09-01,45-54,57
Safety,2013-09-01,55-64,24
Safety,2013-09-01,<15,25
Safety,2013-09-01,>65,14
Safety,2013-10-01,15-24,266
Safety,2013-10-01,25-34,174
Safety,2013-10-01,35-44,124
Safety,2013-10-01,45-54,54
Safety,2013-10-01,55-64,32
Safety,2013-10-01,<15,54
Safety,2013-10-01,>65,14
Safety,2013-11-01,15-24,309
Safety,2013-11-01,25-34,259
Safety,2013-11-01,35-44,199
Safety,2013-11-01,45-54,110
Safety,2013-11-01,55-64,56
Safety,2013-11-01,<15,28
Safety,2013-11-01,>65,29
Safety,2013-12-01,15-24,110
Safety,2013-12-01,25-34,98
Safety,2013-12-01,35-44,52
Safety,2013-12-01,45-54,33
Safety,2013-12-01,55-64,14
Safety,2013-12-01,<15,7
Safety,2013-12-01,>65,7
Safety,2014-01-01,15-24,326
Safety,2014-01-01,25-34,529
Safety,2014-01-01,35-44,337
Safety,2014-01-01,45-54,230
Safety,2014-01-01,55-64,139
Safety,2014-01-01,<15,31
Safety,2014-01-01,>65,86
Safety,2014-02-01,15-24,305
Safety,2014-02-01,25-34,191
Safety,2014-02-01,35-44,106
Safety,2014-02-01,45-54,68
Safety,2014-02-01,55-64,37
Safety,2014-02-01,<15,37
Safety,2014-02-01,>65,14
Safety,2014-03-01,15-24,267
Safety,2014-03-01,25-34,229
Safety,2014-03-01,35-44,107
Safety,2014-03-01,45-54,86
Safety,2014-03-01,55-64,40
Safety,2014-03-01,<15,33
Safety,2014-03-01,>65,11
Safety,2014-04-01,15-24,219
Safety,2014-04-01,25-34,213
Safety,2014-04-01,35-44,149
Safety,2014-04-01,45-54,89
Safety,2014-04-01,55-64,57
Safety,2014-04-01,<15,85
Safety,2014-04-01,>65,20
Safety,2014-05-01,15-24,429
Safety,2014-05-01,25-34,673
Safety,2014-05-01,35-44,368
Safety,2014-05-01,45-54,264
Safety,2014-05-01,55-64,114
Safety,2014-05-01,<15,44
Safety,2014-05-01,>65,43
Safety,2014-06-01,15-24,192
Safety,2014-06-01,25-34,273
Safety,2014-06-01,35-44,168
Safety,2014-06-01,45-54,105
Safety,2014-06-01,55-64,56
Safety,2014-06-01,<15,31
Safety,2014-06-01,>65,21
Safety,2014-07-01,15-24,151
Safety,2014-07-01,25-34,177
Safety,2014-07-01,35-44,120
Safety,2014-07-01,45-54,52
Safety,2014-07-01,55-64,31
Safety,2014-07-01,<15,14
Safety,2014-07-01,>65,10
Safety,2014-08-01,15-24,479
Safety,2014-08-01,25-34,940
Safety,2014-08-01,35-44,565
Safety,2014-08-01,45-54,322
Safety,2014-08-01,55-64,180
Safety,2014-08-01,<15,28
Safety,2014-08-01,>65,59
Safety,2014-09-01,15-24,257
Safety,2014-09-01,25-34,157
Safety,2014-09-01,35-44,82
Safety,2014-09-01,45-54,46
Safety,2014-09-01,55-64,34
Safety,2014-09-01,<15,27
Safety,2014-09-01,>65,14
Safety,2014-10-01,15-24,300
Safety,2014-10-01,25-34,208
Safety,2014-10-01,35-44,143
Safety,2014-10-01,45-54,84
Safety,2014-10-01,55-64,48
Safety,2014-10-01,<15,48
Safety,2014-10-01,>65,10
Safety,2014-11-01,15-24,184
Safety,2014-11-01,25-34,137
Safety,2014-11-01,35-44,72
Safety,2014-11-01,45-54,57
Safety,2014-11-01,55-64,17
Safety,2014-11-01,<15,17
Safety,2014-11-01,>65,9
Safety,2014-12-01,15-24,171
Safety,2014-12-01,25-34,112
Safety,2014-12-01,35-44,61
Safety,2014-12-01,45-54,26
Safety,2014-12-01,55-64,18
Safety,2014-12-01,<15,14
Safety,2014-12-01,>65,5
Safety,2015-01-01,15-24,211
Safety,2015-01-01,25-34,151
Safety,2015-01-01,35-44,90
Safety,2015-01-01,45-54,61
Safety,2015-01-01,55-64,38
Safety,2015-01-01,<15,31
Safety,2015-01-01,>65,12
Safety,2015-02-01,15-24,283
Safety,2015-02-01,25-34,143
Safety,2015-02-01,35-44,93
Safety,2015-02-01,45-54,58
Safety,2015-02-01,55-64,26
Safety,2015-02-01,<15,67
Safety,2015-02-01,>65,14
Safety,2015-03-01,15-24,442
Safety,2015-03-01,25-34,371
Safety,2015-03-01,35-44,158
Safety,2015-03-01,45-54,69
Safety,2015-03-01,55-64,28
Safety,2015-03-01,<15,53
Safety,2015-03-01,>65,9
Safety,2015-04-01,15-24,208
Safety,2015-04-01,25-34,139
Safety,2015-04-01,35-44,59
Safety,2015-04-01,45-54,31
Safety,2015-04-01,55-64,19
Safety,2015-04-01,<15,62
Safety,2015-04-01,>65,6
Safety,2015-05-01,15-24,192
Safety,2015-05-01,25-34,142
Safety,2015-05-01,35-44,75
Safety,2015-05-01,45-54,40
Safety,2015-05-01,55-64,32
Safety,2015-05-01,<15,25
Safety,2015-05-01,>65,7
Safety,2015-06-01,15-24,198
Safety,2015-06-01,25-34,292
Safety,2015-06-01,35-44,222
Safety,2015-06-01,45-54,147
Safety,2015-06-01,55-64,109
Safety,2015-06-01,<15,23
Safety,2015-06-01,>65,49
Safety,2015-07-01,15-24,199
Safety,2015-07-01,25-34,89
Safety,2015-07-01,35-44,64
Safety,2015-07-01,45-54,36
Safety,2015-07-01,55-64,20
Safety,2015-07-01,<15,15
Safety,2015-07-01,>65,9
Safety,2015-08-01,15-24,125
Safety,2015-08-01,25-34,64
Safety,2015-08-01,35-44,52
Safety,2015-08-01,45-54,30
Safety,2015-08-01,55-64,12
Safety,2015-08-01,<15,13
Safety,2015-08-01,>65,6
Safety,2015-09-01,15-24,224
Safety,2015-09-01,25-34,96
Safety,2015-09-01,35-44,62
Safety,2015-09-01,45-54,30
Safety,2015-09-01,55-64,12
Safety,2015-09-01,<15,33
Safety,2015-09-01,>65,7
Safety,2015-10-01,15-24,291
Safety,2015-10-01,25-34,170
Safety,2015-10-01,35-44,118
Safety,2015-10-01,45-54,67
Safety,2015-10-01,55-64,34
Safety,2015-10-01,<15,25
Safety,2015-10-01,>65,22
Safety,2015-11-01,15-24,407
Safety,2015-11-01,25-34,232
Safety,2015-11-01,35-44,106
Safety,2015-11-01,45-54,66
Safety,2015-11-01,55-64,33
Safety,2015-11-01,<15,33
Safety,2015-11-01,>65,20
Safety,2015-12-01,15-24,94
Safety,2015-12-01,25-34,56
Safety,2015-12-01,35-44,34
Safety,2015-12-01,45-54,28
Safety,2015-12-01,55-64,10
Safety,2015-12-01,<15,6
Safety,2015-12-01,>65,2
WorkLifeBalance,2011-05-01,15-24,208
WorkLifeBalance,2011-05-01,25-34,623
WorkLifeBalance,2011-05-01,35-44,411
WorkLifeBalance,2011-05-01,45-54,201
WorkLifeBalance,2011-05-01,55-64,83
WorkLifeBalance,2011-05-01,>65,30
WorkLifeBalance,2011-05-01,NA,1
WorkLifeBalance,2011-06-01,15-24,55
WorkLifeBalance,2011-06-01,25-34,162
WorkLifeBalance,2011-06-01,35-44,97
WorkLifeBalance,2011-06-01,45-54,67
WorkLifeBalance,2011-06-01,55-64,31
WorkLifeBalance,2011-06-01,>65,13
WorkLifeBalance,2011-06-01,NA,2
WorkLifeBalance,2011-07-01,15-24,13
WorkLifeBalance,2011-07-01,25-34,28
WorkLifeBalance,2011-07-01,35-44,22
WorkLifeBalance,2011-07-01,45-54,17
WorkLifeBalance,2011-07-01,55-64,6
WorkLifeBalance,2011-07-01,>65,2
WorkLifeBalance,2011-08-01,15-24,13
WorkLifeBalance,2011-08-01,25-34,22
WorkLifeBalance,2011-08-01,35-44,13
WorkLifeBalance,2011-08-01,45-54,5
WorkLifeBalance,2011-08-01,55-64,2
WorkLifeBalance,2011-09-01,15-24,13
WorkLifeBalance,2011-09-01,25-34,18
WorkLifeBalance,2011-09-01,35-44,18
WorkLifeBalance,2011-09-01,45-54,10
WorkLifeBalance,2011-09-01,55-64,2
WorkLifeBalance,2011-09-01,NA,1
WorkLifeBalance,2011-10-01,15-24,29
WorkLifeBalance,2011-10-01,25-34,66
WorkLifeBalance,2011-10-01,35-44,35
WorkLifeBalance,2011-10-01,45-54,34
WorkLifeBalance,2011-10-01,55-64,18
WorkLifeBalance,2011-10-01,>65,4
WorkLifeBalance,2011-10-01,NA,2
WorkLifeBalance,2011-11-01,15-24,51
WorkLifeBalance,2011-11-01,25-34,45
WorkLifeBalance,2011-11-01,35-44,34
WorkLifeBalance,2011-11-01,45-54,16
WorkLifeBalance,2011-11-01,55-64,11
WorkLifeBalance,2011-11-01,>65,6
WorkLifeBalance,2011-11-01,NA,2
WorkLifeBalance,2011-12-01,15-24,26
WorkLifeBalance,2011-12-01,25-34,37
WorkLifeBalance,2011-12-01,35-44,29
WorkLifeBalance,2011-12-01,45-54,11
WorkLifeBalance,2011-12-01,55-64,6
WorkLifeBalance,2011-12-01,>65,2
WorkLifeBalance,2012-01-01,15-24,39
WorkLifeBalance,2012-01-01,25-34,77
WorkLifeBalance,2012-01-01,35-44,41
WorkLifeBalance,2012-01-01,45-54,23
WorkLifeBalance,2012-01-01,55-64,12
WorkLifeBalance,2012-01-01,>65,5
WorkLifeBalance,2012-02-01,15-24,26
WorkLifeBalance,2012-02-01,25-34,49
WorkLifeBalance,2012-02-01,35-44,27
WorkLifeBalance,2012-02-01,45-54,11
WorkLifeBalance,2012-02-01,55-64,8
WorkLifeBalance,2012-02-01,>65,2
WorkLifeBalance,2012-03-01,15-24,34
WorkLifeBalance,2012-03-01,25-34,37
WorkLifeBalance,2012-03-01,35-44,16
WorkLifeBalance,2012-03-01,45-54,12
WorkLifeBalance,2012-03-01,55-64,1
WorkLifeBalance,2012-03-01,>65,2
WorkLifeBalance,2012-04-01,15-24,21
WorkLifeBalance,2012-04-01,25-34,33
WorkLifeBalance,2012-04-01,35-44,25
WorkLifeBalance,2012-04-01,45-54,10
WorkLifeBalance,2012-04-01,55-64,6
WorkLifeBalance,2012-04-01,>65,1
WorkLifeBalance,2012-04-01,NA,2
WorkLifeBalance,2012-05-01,15-24,354
WorkLifeBalance,2012-05-01,25-34,792
WorkLifeBalance,2012-05-01,35-44,466
WorkLifeBalance,2012-05-01,45-54,259
WorkLifeBalance,2012-05-01,55-64,133
WorkLifeBalance,2012-05-01,<15,8
WorkLifeBalance,2012-05-01,>65,38
WorkLifeBalance,2012-05-01,NA,5
WorkLifeBalance,2012-06-01,15-24,148
WorkLifeBalance,2012-06-01,25-34,327
WorkLifeBalance,2012-06-01,35-44,167
WorkLifeBalance,2012-06-01,45-54,108
WorkLifeBalance,2012-06-01,55-64,53
WorkLifeBalance,2012-06-01,<15,12
WorkLifeBalance,2012-06-01,>65,20
WorkLifeBalance,2012-06-01,NA,2
WorkLifeBalance,2012-07-01,15-24,97
WorkLifeBalance,2012-07-01,25-34,162
WorkLifeBalance,2012-07-01,35-44,82
WorkLifeBalance,2012-07-01,45-54,32
WorkLifeBalance,2012-07-01,55-64,14
